"";"nomHotel";"notapersona";"data";"estrelles";"notaHotel";"TipusHabitacio";"DuradaEstancia";"Nits";"ProcedenciaComentari";"TipusViatge";"Acompanyament";"ViajaConMascota";"Season";"recomanar"
"8118";"Acta Splendid";9,6;2018-01-24;"3";8,2;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8119";"Acta Splendid";10;2018-01-23;"3";8,2;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8120";"Hotel Jazz";9,6;2019-02-18;"3";9,1;"Habitacio Doble";"Mesde7";8;"EnviadoporWeb";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";0
"8121";"Hotel Jazz";8,8;2018-07-30;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";1
"8122";"Hotel Jazz";7,1;2018-07-16;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";1
"8123";"Hotel Jazz";6,7;2018-04-21;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedenegocios";"Personaqueviajasola";"N";"SEGON TRIMESTRE";1
"8124";"Hotel Jazz";9,6;2018-04-19;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedenegocios";"Pareja";"N";"SEGON TRIMESTRE";0
"8125";"Hotel Jazz";7,9;2018-04-10;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";1
"8126";"Hotel Jazz";8,8;2018-04-01;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";1
"8127";"Hotel Jazz";7,9;2018-03-15;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";1
"8128";"Hotel Jazz";8,8;2018-03-05;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedenegocios";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";1
"8129";"Hotel Jazz";10;2018-02-19;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8130";"Hotel Jazz";9,2;2018-02-18;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8131";"Hotel Jazz";9,6;2019-01-20;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8132";"Hotel Jazz";7,5;2018-02-14;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"PRIMER TRIMESTRE";1
"8133";"Hotel Jazz";10;2018-02-08;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Grupo";"N";"PRIMER TRIMESTRE";0
"8134";"Hotel Jazz";9,6;2018-02-07;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8135";"Hotel Jazz";7,1;2018-02-06;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"8136";"Hotel Jazz";6,3;2018-02-05;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";1
"8137";"Hotel Jazz";9,6;2018-02-05;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8138";"Hotel Jazz";10;2018-01-29;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8139";"Hotel Jazz";8,8;2017-12-29;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"8140";"Hotel Jazz";10;2017-12-18;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8141";"Hotel Jazz";10;2017-12-16;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"SenseInformar";"Pareja";"N";"QUART TRIMESTRE";0
"8142";"Hotel Jazz";8,8;2019-01-20;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"8143";"Hotel Jazz";9,6;2017-12-10;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"8144";"Hotel Jazz";9,6;2017-12-08;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Pareja";"N";"QUART TRIMESTRE";0
"8145";"Hotel Jazz";9,6;2017-12-06;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8146";"Hotel Jazz";10;2017-11-30;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"SenseInformar";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"8147";"Hotel Jazz";9,2;2017-11-16;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8148";"Hotel Jazz";9,2;2017-11-15;"3";9,1;"Habitacio Doble";"Estanciade6noches";6;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8149";"Hotel Jazz";9,6;2017-10-27;"3";9,1;"Altres";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Familiaconniños";"N";"QUART TRIMESTRE";0
"8150";"Hotel Jazz";9,2;2017-08-02;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"8151";"Hotel Jazz";9,6;2019-04-10;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"SEGON TRIMESTRE";0
"8152";"Hotel Jazz";10;2019-04-05;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"SEGON TRIMESTRE";0
"8153";"Hotel Jazz";10;2018-12-15;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"8154";"Hotel Jazz";8,8;2019-02-24;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"8155";"Hotel Jazz";10;2019-02-08;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";0
"8156";"Hotel Jazz";9,6;2019-01-30;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8157";"Hotel Jazz";10;2019-01-27;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8158";"Hotel Jazz";10;2019-01-21;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8159";"Hotel Jazz";7,5;2019-01-20;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";1
"8160";"Hotel Jazz";8,3;2019-01-08;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";1
"8161";"Hotel Jazz";9,6;2019-01-05;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"8162";"Hotel Jazz";8,8;2018-12-26;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"QUART TRIMESTRE";1
"8163";"Hotel Jazz";10;2018-12-08;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8164";"Hotel Jazz";10;2018-08-22;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"8165";"Hotel Jazz";9,6;2018-11-20;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8166";"Hotel Jazz";10;2018-11-19;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8168";"Hotel Jazz";10;2018-09-09;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";0
"8169";"Hotel Jazz";10;2018-08-25;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"EnviadoporWeb";"Viajedeocio";"Personaqueviajasola";"N";"TERCER TRIMESTRE";0
"8170";"Hotel Jazz";10;2018-08-24;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"8171";"Hotel Jazz";10;2018-08-20;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"8172";"Hotel Jazz";7,1;2018-08-20;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";1
"8173";"Hotel Jazz";6,7;2018-08-16;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";1
"8174";"Hotel Jazz";10;2018-08-06;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"8175";"Hotel Jazz";10;2018-08-16;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"8176";"Hotel Jazz";8,8;2018-07-02;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";1
"8177";"Hotel Jazz";10;2018-06-28;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"8178";"Hotel Jazz";8,8;2018-06-18;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Grupo";"N";"SEGON TRIMESTRE";1
"8179";"Hotel Jazz";8,8;2018-06-13;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";5;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"SEGON TRIMESTRE";1
"8180";"Hotel Jazz";10;2018-06-11;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"8181";"Hotel Jazz";9,6;2018-05-28;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"8182";"Hotel Jazz";9,2;2018-05-08;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"8183";"Hotel Jazz";7,1;2018-05-04;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";1
"8184";"Hotel Jazz";8,8;2018-05-03;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"SenseInformar";"Pareja";"N";"SEGON TRIMESTRE";1
"8185";"Hotel Jazz";10;2018-05-02;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"8186";"Hotel Jazz";8,3;2018-08-15;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Pareja";"N";"TERCER TRIMESTRE";1
"8187";"Hotel Jazz";10;2018-04-18;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Grupo";"N";"SEGON TRIMESTRE";0
"8188";"Hotel Jazz";9,6;2018-04-17;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Grupo";"N";"SEGON TRIMESTRE";0
"8189";"Hotel Jazz";10;2018-04-17;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Familiaconniños";"N";"SEGON TRIMESTRE";0
"8190";"Hotel Jazz";10;2018-04-13;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"8191";"Hotel Jazz";8,8;2018-04-10;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";1
"8192";"Hotel Jazz";7,1;2018-04-10;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";1
"8193";"Hotel Jazz";7,9;2018-07-31;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Personaqueviajasola";"N";"TERCER TRIMESTRE";1
"8194";"Hotel Jazz";10;2018-07-31;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";0
"8195";"Hotel Jazz";10;2018-04-03;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"SEGON TRIMESTRE";0
"8196";"Hotel Jazz";9,2;2018-02-12;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"SenseInformar";"Pareja";"N";"PRIMER TRIMESTRE";0
"8197";"Hotel Jazz";9,2;2018-02-06;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8198";"Hotel Jazz";10;2018-01-31;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8199";"Hotel Jazz";10;2018-01-29;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedenegocios";"Grupo";"N";"PRIMER TRIMESTRE";0
"8200";"Hotel Jazz";10;2018-01-22;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8201";"Hotel Jazz";10;2018-01-15;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8202";"Hotel Jazz";9,2;2018-01-14;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8203";"Hotel Jazz";10;2018-01-13;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"SenseInformar";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"8204";"Hotel Jazz";10;2018-01-06;"3";9,1;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"SenseInformar";"Pareja";"N";"PRIMER TRIMESTRE";0
"8205";"Hotel Jazz";9,6;2018-01-02;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8206";"Hotel Jazz";9,6;2018-03-28;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8207";"Hotel Jazz";8,3;2017-12-25;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";1
"8208";"Hotel Jazz";9,6;2017-12-19;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8209";"Hotel Jazz";9,6;2017-12-17;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8210";"Hotel Jazz";9,6;2017-12-13;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8211";"Hotel Jazz";9,2;2017-12-11;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"8212";"Hotel Jazz";7,9;2017-12-11;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"8213";"Hotel Jazz";10;2017-12-11;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8215";"Hotel Jazz";10;2017-12-09;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"8216";"Hotel Jazz";8,3;2017-12-03;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"8217";"Hotel Jazz";7,5;2018-03-21;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"8218";"Hotel Jazz";10;2017-11-30;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";5;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"QUART TRIMESTRE";0
"8219";"Hotel Jazz";9,6;2017-09-30;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"8220";"Hotel Jazz";7,5;2017-08-15;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"TERCER TRIMESTRE";1
"8221";"Hotel Jazz";9,6;2017-08-10;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"8222";"Hotel Jazz";9,6;2017-07-22;"3";9,1;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Grupo";"N";"TERCER TRIMESTRE";0
"8223";"Hotel Jazz";9,6;2017-07-20;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";0
"8224";"Hotel Jazz";6,7;2017-07-12;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";1
"8225";"Hotel Jazz";9,6;2017-06-27;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"8226";"Hotel Jazz";9,2;2017-06-19;"3";9,1;"Habitacio Doble";"Estanciade6noches";6;"EnviadoporWeb";"Viajedenegocios";"Personaqueviajasola";"N";"SEGON TRIMESTRE";0
"8227";"Hotel Jazz";9,2;2017-05-27;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"SEGON TRIMESTRE";0
"8228";"Hotel Jazz";10;2018-03-12;"3";9,1;"Altres";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";0
"8229";"Hotel Jazz";10;2018-03-11;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"EnviadoporWeb";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";0
"8230";"Hotel Jazz";9,6;2018-03-07;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8231";"Hotel Jazz";8,8;2018-02-23;"3";9,1;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"8232";"Hotel Jazz";10;2018-02-19;"3";9,1;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8233";"Hotel Jazz";10;2018-02-19;"3";9,1;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";0
"8234";"Catalonia La Pedrera";4,4;2019-03-26;"4";8,4;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";1
"8235";"Catalonia La Pedrera";7,9;2018-12-17;"4";8,4;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"SenseInformar";"Personaqueviajasola";"N";"QUART TRIMESTRE";1
"8236";"Catalonia La Pedrera";7,1;2018-12-13;"4";8,4;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"8237";"Catalonia La Pedrera";7,5;2018-11-12;"4";8,4;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"8238";"Catalonia La Pedrera";10;2018-10-12;"4";8,4;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"8239";"Catalonia La Pedrera";9,2;2018-09-21;"4";8,4;"Altres";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"TERCER TRIMESTRE";0
"8240";"Catalonia La Pedrera";10;2018-08-27;"4";8,4;"Habitacio Triple";"De 3 a 5 Nits";3;"EnviadoporWeb";"SenseInformar";"Familiaconniños";"N";"TERCER TRIMESTRE";0
"8241";"Catalonia La Pedrera";8,3;2018-07-11;"4";8,4;"Habitacio Doble";"Estanciade6noches";6;"EnviadoporWeb";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";1
"8242";"Catalonia La Pedrera";7,5;2018-07-09;"4";8,4;"Altres";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";1
"8243";"Catalonia La Pedrera";7,5;2018-07-06;"4";8,4;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";1
"8244";"Catalonia La Pedrera";5;2018-06-25;"4";8,4;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"SenseInformar";"Pareja";"N";"SEGON TRIMESTRE";1
"8245";"Catalonia La Pedrera";10;2019-02-19;"4";8,4;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"8246";"Catalonia La Pedrera";8,3;2018-06-11;"4";8,4;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Personaqueviajasola";"N";"SEGON TRIMESTRE";1
"8247";"Catalonia La Pedrera";8,3;2018-06-03;"4";8,4;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"SEGON TRIMESTRE";1
"8248";"Catalonia La Pedrera";10;2018-05-14;"4";8,4;"Habitacio Triple";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"8249";"Catalonia La Pedrera";7,1;2018-04-16;"4";8,4;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedenegocios";"Personaqueviajasola";"N";"SEGON TRIMESTRE";1
"8250";"Catalonia La Pedrera";9,6;2018-04-01;"4";8,4;"Habitacio Doble";"De 3 a 5 Nits";5;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"SEGON TRIMESTRE";0
"8251";"Catalonia La Pedrera";6,3;2018-03-21;"4";8,4;"Habitacio Triple";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";1
"8252";"Catalonia La Pedrera";6,3;2018-02-26;"4";8,4;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"8253";"Catalonia La Pedrera";4,2;2018-02-05;"4";8,4;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Pareja";"N";"PRIMER TRIMESTRE";1
"8254";"Catalonia La Pedrera";5;2018-01-12;"4";8,4;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";1
"8255";"Catalonia La Pedrera";6,3;2017-12-14;"4";8,4;"Habitacio Doble";"De 3 a 5 Nits";4;"EnviadoporWeb";"Viajedeocio";"Familiaconniños";"N";"QUART TRIMESTRE";1
"8256";"Catalonia La Pedrera";7,9;2019-02-17;"4";8,4;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"8257";"Catalonia La Pedrera";8,8;2017-12-04;"4";8,4;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"SenseInformar";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"8258";"Catalonia La Pedrera";9,2;2017-11-11;"4";8,4;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Pareja";"N";"QUART TRIMESTRE";0
"8259";"Catalonia La Pedrera";7,9;2017-10-15;"4";8,4;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
